path,categories,uz,total_hits,ext,trace
Прочее\010402_M_3_13022018.pdf,{},NO_PDN,0,.pdf,
Прочее\010403_M_3_13022018.pdf,{},NO_PDN,0,.pdf,
Прочее\010501_C_3_12022018.pdf,{},NO_PDN,0,.pdf,
Прочее\01358-10-04-IFBM-2025-Acta-de-inicio-F.pdf,{},NO_PDN,0,.pdf,
Прочее\02-06.1-1112.pdf,{},NO_PDN,0,.pdf,
Прочее\02.03.03 Мат.обеспечение и админ. инф. систем.pdf,{},NO_PDN,0,.pdf,
Прочее\02.04.02.pdf,"{'обычные': 7, 'платёжные': 1}",УЗ-2,8,.pdf,
Прочее\02.04.02_rob.pdf,"{'обычные': 7, 'специальные': 1}",УЗ-1,8,.pdf,
Прочее\020302_B_3_06012018.pdf,{},NO_PDN,0,.pdf,
Прочее\020303_B_3_18092017.pdf,{},NO_PDN,0,.pdf,
Прочее\020402_M_11012018.pdf,{},NO_PDN,0,.pdf,
Прочее\03-5-01-005.pdf,"{'обычные': 1216, 'государственные': 1, 'биометрические': 3, 'специальные': 4}",УЗ-1,1224,.pdf,
Прочее\03.04.02.pdf,"{'обычные': 88, 'специальные': 2}",УЗ-1,90,.pdf,
Прочее\03.04.03.pdf,"{'обычные': 61, 'специальные': 1}",УЗ-1,62,.pdf,
Прочее\03.05.2024%20%20%D0%A0%D0%90%D0%A1_438-%D1%80-1_%205-%D0%BB%D0%B5%D1%82%D0%B8%D0%B5%20%D0%A2%D0%BE%D1%87%D0%BA%D0%B8%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F%20%D0%AE%D0%A4%D0%A3.pdf,{'обычные': 2},УЗ-4,2,.pdf,
Прочее\030302_B_3_31082020.pdf,"{'обычные': 57, 'специальные': 1}",УЗ-1,58,.pdf,
Прочее\030303_B_3_31082020.pdf,"{'обычные': 58, 'специальные': 1}",УЗ-1,59,.pdf,
Прочее\030402_M_3_22082020.pdf,{},NO_PDN,0,.pdf,
Прочее\030403_M_3_22082020.pdf,{},NO_PDN,0,.pdf,
Прочее\03863-primera-y-unica-acta-de-aclaracion-de-dudas-de-venta-de-bienes-2025.pdf,{},NO_PDN,0,.pdf,
Прочее\03916-Acta-de-presentacion-apertura-fallo-venta-de-muebles.pdf,{},NO_PDN,0,.pdf,
Прочее\04.04.01.pdf,{'обычные': 9},УЗ-3,9,.pdf,
Прочее\040301_B_3_09082017.pdf,{},NO_PDN,0,.pdf,
Прочее\040302_B_3_08082017.pdf,{},NO_PDN,0,.pdf,
Прочее\040401_M_11012018.pdf,{},NO_PDN,0,.pdf,
Прочее\040501_C_3_08082017.pdf,{},NO_PDN,0,.pdf,
Прочее\050301_B_3_23082020.pdf,"{'обычные': 51, 'специальные': 1}",УЗ-1,52,.pdf,
Прочее\050302_B_3_23082020.pdf,"{'обычные': 76, 'специальные': 1}",УЗ-1,77,.pdf,
Прочее\050304_B_3_31082020.pdf,"{'обычные': 57, 'специальные': 1}",УЗ-1,58,.pdf,
Прочее\050406_M_3_22082020.pdf,{},NO_PDN,0,.pdf,
Прочее\06.04.01.pdf,"{'обычные': 6, 'специальные': 1}",УЗ-1,7,.pdf,
Прочее\06.04.02.pdf,{'специальные': 1},УЗ-2,1,.pdf,
Прочее\060301_B_3_23082020.pdf,{},NO_PDN,0,.pdf,
Прочее\060302_B_3_23082020.pdf,"{'обычные': 76, 'специальные': 1}",УЗ-1,77,.pdf,
Прочее\060401_M_3_31082020.pdf,{},NO_PDN,0,.pdf,
Прочее\060402_M_3_20082020.pdf,{},NO_PDN,0,.pdf,
Прочее\06_gorgorova.pdf,"{'обычные': 20, 'платёжные': 3, 'биометрические': 1, 'специальные': 1}",УЗ-1,25,.pdf,
Прочее\07.04.01.pdf,{'обычные': 9},УЗ-3,9,.pdf,
Прочее\07.04.02.pdf,{'обычные': 8},УЗ-3,8,.pdf,
Прочее\07.04.03.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\070301_B_3_29062017.pdf,{},NO_PDN,0,.pdf,
Прочее\070302_B_3_03072017.pdf,{},NO_PDN,0,.pdf,
Прочее\070303_B_3_03072017.pdf,{},NO_PDN,0,.pdf,
Прочее\070304_B_3_29062017.pdf,{},NO_PDN,0,.pdf,
Прочее\070401_M_3_03072017.pdf,{},NO_PDN,0,.pdf,
Прочее\070402_M_3_03072017.pdf,{},NO_PDN,0,.pdf,
Прочее\070403_M_3_30062017.pdf,{},NO_PDN,0,.pdf,
Прочее\070404_M_3_30062017.pdf,{},NO_PDN,0,.pdf,
Прочее\08112019_licmed.pdf,{},NO_PDN,0,.pdf,
Прочее\09.03.01_Информатика и вычислительная техника.pdf,{},NO_PDN,0,.pdf,
Прочее\09.03.02 Информац.системы и технологии.pdf,{},NO_PDN,0,.pdf,
Прочее\09.03.04 Программная инженерия.pdf,{},NO_PDN,0,.pdf,
Прочее\09.04.01 Информатика и вычислительная техника.pdf,{},NO_PDN,0,.pdf,
Прочее\09.04.03 Прикладная информатика.pdf,{},NO_PDN,0,.pdf,
Прочее\09.04.04 Программная инженерия.pdf,{},NO_PDN,0,.pdf,
Прочее\090301_B_3_12102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090302_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090303_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090304_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090401_M_3_11102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090403_M_3_12102017.pdf,{},NO_PDN,0,.pdf,
Прочее\090404_M_3_1102017.pdf,{},NO_PDN,0,.pdf,
Прочее\1.1.pdf,"{'обычные': 46, 'специальные': 1}",УЗ-1,47,.pdf,
Прочее\1.2.1.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\1.2.2.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\1.2.2_mat_mod.pdf,"{'обычные': 1, 'специальные': 1}",УЗ-1,2,.pdf,
Прочее\1.2.2_r.pdf,"{'обычные': 4, 'специальные': 1}",УЗ-1,5,.pdf,
Прочее\1.3.7.pdf,{},NO_PDN,0,.pdf,
Прочее\1.3.pdf,"{'обычные': 62, 'специальные': 1}",УЗ-1,63,.pdf,
Прочее\1.4.pdf,"{'обычные': 65, 'специальные': 2}",УЗ-1,67,.pdf,
Прочее\1.5.pdf,"{'обычные': 68, 'специальные': 2}",УЗ-1,70,.pdf,
Прочее\1.6.pdf,"{'обычные': 3, 'специальные': 2}",УЗ-1,5,.pdf,
Прочее\10.03.01 Информационная безопасность.pdf,{},NO_PDN,0,.pdf,
Прочее\10.05.02 Информационная безопасность телекомм.систем.pdf,{},NO_PDN,0,.pdf,
Прочее\10.05.03 Информационная безопасность автоматиз.систем.pdf,{},NO_PDN,0,.pdf,
Прочее\10.05.05 Безопасность инф. технологий в правоохранительной сфере.pdf,{},NO_PDN,0,.pdf,
Прочее\10.pdf,{},NO_PDN,0,.pdf,
Прочее\100401_M_3_19022021.pdf,{},NO_PDN,0,.pdf,
Прочее\100505_C_3_24122020.pdf,{},NO_PDN,0,.pdf,
Прочее\100_asp.docx,{},NO_PDN,0,.docx,
Прочее\100_bak.docx,{},NO_PDN,0,.docx,
Прочее\100_bak_Urmosh.docx,{},NO_PDN,0,.docx,
Прочее\105_order_Spanish_courses.pdf,{'обычные': 30},УЗ-3,30,.pdf,
Прочее\11.03.01_Радиотехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.03.02_Инфокоммуникационные технологии и системы связи_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.03.03_Конструирование и технология электронных средств_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.03.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.00.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.01.pdf,{'обычные': 5},УЗ-3,5,.pdf,
Прочее\11.04.01_Радиотехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.02.pdf,{'обычные': 6},УЗ-3,6,.pdf,
Прочее\11.04.02_Инфокоммуникационные технологии и системы связи_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.03_Конструирование и технология электронных средств_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.04.pdf,{},NO_PDN,0,.pdf,
Прочее\11.04.04_Электроника и наноэлектроника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\11.07.2023%20%20%D0%9F229-%D0%9E%D0%94%20%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%20%D1%82%D0%BE%D1%87%D0%BA%D0%B5%20%D0%BA%D0%B8%D0%BF%D0%B5%D0%BD%D0%B8%D1%8F.pdf,"{'обычные': 6, 'специальные': 2}",УЗ-1,8,.pdf,
Прочее\110301_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110302_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110303_B_3_17102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110304_B_3_12102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110401_М_3_17062021.pdf,"{'обычные': 77, 'специальные': 1}",УЗ-1,78,.pdf,
Прочее\110402_M_3_11102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110403_M_3_13102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110404_M_3_11102017.pdf,{},NO_PDN,0,.pdf,
Прочее\110501_C_3_09032018.pdf,{},NO_PDN,0,.pdf,
Прочее\110502_C_3_09032018.pdf,{},NO_PDN,0,.pdf,
Прочее\118 от 24.02.2021 Номенклатура Для сайта.pdf,{},NO_PDN,0,.pdf,
Прочее\118.pdf,{},NO_PDN,0,.pdf,
Прочее\11_03_03.pdf,{},NO_PDN,0,.pdf,
Прочее\11_03_04.pdf,{},NO_PDN,0,.pdf,
Прочее\12.03.01_Приборостроение_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\12.04.00.pdf,{},NO_PDN,0,.pdf,
Прочее\12.04.01_r.pdf,{'специальные': 1},УЗ-2,1,.pdf,
Прочее\12.04.01_t.pdf,{'обычные': 7},УЗ-3,7,.pdf,
Прочее\12.04.01_Приборостроение_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\1202003270029.pdf,{},NO_PDN,0,.pdf,
Прочее\120301_B_3_06102017.pdf,{},NO_PDN,0,.pdf,
Прочее\120304_B_3_06102017.pdf,{},NO_PDN,0,.pdf,
Прочее\120305_B_3_02112017.pdf,{},NO_PDN,0,.pdf,
Прочее\120401_M_3_12102017.pdf,{},NO_PDN,0,.pdf,
Прочее\120404_M_3_11102017.pdf,{},NO_PDN,0,.pdf,
Прочее\123456789.pdf,{},NO_PDN,0,.pdf,
Прочее\12_03_01.pdf,{},NO_PDN,0,.pdf,
Прочее\12_03_04.pdf,{},NO_PDN,0,.pdf,
Прочее\13.03.02_Электроэнергетика и электротехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\13.04.02_Электроэнергетика и электротехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\130301_B_3_22062018.pdf,{},NO_PDN,0,.pdf,
Прочее\130402_M_3_26062018.pdf,{},NO_PDN,0,.pdf,
Прочее\14-2042.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\14-909.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\14-910.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\140302_B_3_22062018.pdf,{},NO_PDN,0,.pdf,
Прочее\142_152_Gorgorova.pdf,{'обычные': 37},УЗ-3,37,.pdf,
Прочее\148a20df-e83f-463f-b4bc-77423b297f12-%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0.pdf,{},NO_PDN,0,.pdf,
Прочее\15.03.04_Автоматизация технологических процессов и производств_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\15.03.06_Мехатроника и робототехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\15.04.04.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\15.04.04_Автоматизация технологических процессов и производств_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\15.04.06.pdf,"{'обычные': 6, 'специальные': 1}",УЗ-1,7,.pdf,
Прочее\15.04.06_ Мехатроника и робототехника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\16122024_DSU_Pulse.pdf,{'биометрические': 1},УЗ-2,1,.pdf,
Прочее\1663 от 27.12.2016.pdf,{},NO_PDN,0,.pdf,
Прочее\16862016212227.pdf,{'биометрические': 1},УЗ-2,1,.pdf,
Прочее\17.03.01корабельное вооружение.pdf,{},NO_PDN,0,.pdf,
Прочее\17411731596747.pdf,{},NO_PDN,0,.pdf,
Прочее\17437679069420.pdf,{},NO_PDN,0,.pdf,
Прочее\17_av1-202252.pdf,"{'обычные': 25, 'специальные': 1}",УЗ-1,26,.pdf,
Прочее\182-%D0%9E%D0%94.pdf,{},NO_PDN,0,.pdf,
Прочее\18n.pdf,{},NO_PDN,0,.pdf,
Прочее\192-OD.pdf,{},NO_PDN,0,.pdf,
Прочее\19n.pdf,{},NO_PDN,0,.pdf,
Прочее\1C_Science-pattern.rtf,{'обычные': 1},УЗ-4,1,.rtf,
Прочее\1C_University-input_errors.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\1C_University-publications_and_scientific_action_counting-instruction.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\1C_University_PROF-manual.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\1C_University_publications-instruction.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\1_2_1_Mathematical_and_natural_science_foundations_of_artificial.pdf,{},NO_PDN,0,.pdf,
Прочее\1_Fundamentals_of_agricultural_and_environmental_biotechnology.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\2.0 Как найти уникальный номер поступающего.pdf,{},NO_PDN,0,.pdf,
Прочее\2.1.pdf,"{'обычные': 6, 'специальные': 1}",УЗ-1,7,.pdf,
Прочее\2.2.12.pdf,{},NO_PDN,0,.pdf,
Прочее\2.2.13.pdf,{'обычные': 4},УЗ-4,4,.pdf,
Прочее\2.2.14.pdf,{'обычные': 15},УЗ-3,15,.pdf,
Прочее\2.2.16.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\2.2.2.pdf,{},NO_PDN,0,.pdf,
Прочее\2.2.8.pdf,{},NO_PDN,0,.pdf,
Прочее\2.3.1.pdf,{'обычные': 3},УЗ-4,3,.pdf,
Прочее\2.3.1_t.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\2.3.4.pdf,{},NO_PDN,0,.pdf,
Прочее\2.3.5.pdf,{'специальные': 1},УЗ-2,1,.pdf,
Прочее\2.3.6.pdf,"{'обычные': 8, 'платёжные': 1, 'специальные': 2}",УЗ-1,11,.pdf,
Прочее\2.3.7.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\2.3.8.pdf,"{'обычные': 7, 'платёжные': 1, 'специальные': 1}",УЗ-1,9,.pdf,
Прочее\2.4_reg_comisia_etica_r2.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\2.5.13.pdf,"{'обычные': 1, 'специальные': 1}",УЗ-1,2,.pdf,
Прочее\2.5.4.pdf,"{'обычные': 14, 'государственные': 1, 'специальные': 1}",УЗ-1,16,.pdf,
Прочее\2.pdf,{},NO_PDN,0,.pdf,
Прочее\20.04.01.pdf,{},NO_PDN,0,.pdf,
Прочее\200_bak_Urmosh.docx,{},NO_PDN,0,.docx,
Прочее\20120518_D212-208-10_01-04-03_TimoshenkoPE.pdf,{},NO_PDN,0,.pdf,
Прочее\2015-06-er464.pdf,{},NO_PDN,0,.pdf,
Прочее\2015p.pdf,{},NO_PDN,0,.pdf,
Прочее\2018_06_proto_rating.pdf,{},NO_PDN,0,.pdf,
Прочее\20190415175116398.pdf,{},NO_PDN,0,.pdf,
Прочее\20200322_174842.pdf,{},NO_PDN,0,.pdf,
Прочее\20230412_103613_page-0001.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\2024%20Y%C4%B1l%C4%B1%20%C4%B0dare%20Faaliyet%20Raporu.pdf,"{'платёжные': 4, 'биометрические': 1}",УЗ-1,5,.pdf,
Прочее\2024-1.pdf,{},NO_PDN,0,.pdf,
Прочее\20240411_171510.pdf,{},NO_PDN,0,.pdf,
Прочее\20240411_171533.pdf,{},NO_PDN,0,.pdf,
Прочее\20240411_171553_compressed_compressed (1).pdf,{},NO_PDN,0,.pdf,
Прочее\2025-2.pdf,"{'обычные': 75, 'государственные': 1, 'платёжные': 1, 'специальные': 1}",УЗ-1,78,.pdf,
Прочее\2025-olanaklar.pdf,{},NO_PDN,0,.pdf,
Прочее\2025-_.pdf,{'обычные': 6},УЗ-3,6,.pdf,
Прочее\2025.pdf,{'обычные': 3},УЗ-4,3,.pdf,
Прочее\2025_MSASM_PI_E010.pdf,{},NO_PDN,0,.pdf,
Прочее\2025Правила%20приёма%202025.26.pdf,"{'обычные': 108, 'специальные': 2}",УЗ-1,110,.pdf,
Прочее\21.03.02_Землеустройство и кадастры.pdf,{},NO_PDN,0,.pdf,
Прочее\216e9fc932f0a2027c207d9b1bb2e0cd.pdf,"{'обычные': 36, 'специальные': 1}",УЗ-1,37,.pdf,
Прочее\2181_del_esp.pdf,{},NO_PDN,0,.pdf,
Прочее\2181_documentos_del_esp.pdf,{},NO_PDN,0,.pdf,
Прочее\2190-4286-12-49-S1.pdf,"{'обычные': 1, 'биометрические': 1}",УЗ-1,2,.pdf,
Прочее\2190-4286-12-49.pdf,"{'обычные': 2, 'платёжные': 1, 'биометрические': 1}",УЗ-1,4,.pdf,
Прочее\21_03_02.pdf,{},NO_PDN,0,.pdf,
Прочее\22.pdf,{},NO_PDN,0,.pdf,
Прочее\22nssvm5rk9x2ss9h33xq5h9ckbae1gd.pdf,"{'обычные': 73, 'специальные': 1}",УЗ-1,74,.pdf,
Прочее\24.11.2020 - форма заявления на участие в конкурсе.docx,{'обычные': 1},УЗ-4,1,.docx,
Прочее\24.11.2020 - форма согласия соискателя.docx,{'обычные': 4},УЗ-4,4,.docx,
Прочее\24n.pdf,{},NO_PDN,0,.pdf,
Прочее\25.05.2023_%D0%9F149-%D0%9E%D0%94%20%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%20%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B5.pdf,{},NO_PDN,0,.pdf,
Прочее\2633b07b34442b5df2b84aa2226dd0e9.pdf,{},NO_PDN,0,.pdf,
Прочее\27.03.03 Системный аналих и управление.pdf,{},NO_PDN,0,.pdf,
Прочее\27.03.04_Управление в технических системах_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\27.04.03 Системный анализ и управление.pdf,{},NO_PDN,0,.pdf,
Прочее\27.04.04.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\27.04.04_ Управление в технических системах_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\27.04.06.pdf,{},NO_PDN,0,.pdf,
Прочее\27_03_01.pdf,{},NO_PDN,0,.pdf,
Прочее\28.03.02_Наноинженерия_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\28.04.01_r.pdf,{'обычные': 9},УЗ-3,9,.pdf,
Прочее\28.04.01_t.pdf,{},NO_PDN,0,.pdf,
Прочее\28.04.01_Нанотехнологии и микросистемная техника_П210-ОД_ПИШ.pdf,{},NO_PDN,0,.pdf,
Прочее\28_03_01.pdf,{},NO_PDN,0,.pdf,
Прочее\2n8uitfe0x.pdf,"{'обычные': 18, 'специальные': 1}",УЗ-1,19,.pdf,
Прочее\2_6_6_Nanotechnology_and_nanomaterials.pdf,{},NO_PDN,0,.pdf,
Прочее\2_IntelligentComputerTechnology.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\3 сентября EduNet.pdf,"{'обычные': 26, 'биометрические': 1, 'специальные': 1}",УЗ-1,28,.pdf,
Прочее\31072025_phd.pdf,{},NO_PDN,0,.pdf,
Прочее\35.pdf,{},NO_PDN,0,.pdf,
Прочее\37.04.01.pdf,"{'обычные': 18, 'специальные': 2}",УЗ-1,20,.pdf,
Прочее\37.04.02.pdf,"{'обычные': 4, 'специальные': 2}",УЗ-1,6,.pdf,
Прочее\38.04.01.pdf,"{'обычные': 3, 'специальные': 1}",УЗ-1,4,.pdf,
Прочее\38.04.01_Economics.pdf,{},NO_PDN,0,.pdf,
Прочее\38.04.02.pdf,"{'обычные': 13, 'специальные': 1}",УЗ-1,14,.pdf,
Прочее\38.04.02_ETP.pdf,{},NO_PDN,0,.pdf,
Прочее\38.04.03.pdf,"{'обычные': 1, 'специальные': 2}",УЗ-1,3,.pdf,
Прочее\38.04.04.pdf,{},NO_PDN,0,.pdf,
Прочее\38.04.08.pdf,"{'обычные': 16, 'платёжные': 1, 'специальные': 2}",УЗ-1,19,.pdf,
Прочее\382-02 Для сайта.pdf,{},NO_PDN,0,.pdf,
Прочее\39.04.01.pdf,{},NO_PDN,0,.pdf,
Прочее\39.04.02.pdf,"{'обычные': 57, 'специальные': 4}",УЗ-1,61,.pdf,
Прочее\39_2024_.pdf,{},NO_PDN,0,.pdf,
Прочее\3_Fundamentals_of_navigation_and_communication_control_systems.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\4.1.3.pdf,{},NO_PDN,0,.pdf,
Прочее\4.3.5.pdf,{'обычные': 4},УЗ-4,4,.pdf,
Прочее\40.04.01 Юриспруденция.pdf,{},NO_PDN,0,.pdf,
Прочее\40_04_01_program_mag_2025.pdf,"{'обычные': 33, 'специальные': 2}",УЗ-1,35,.pdf,
Прочее\41.04.01.pdf,{},NO_PDN,0,.pdf,
Прочее\41.04.02.pdf,{},NO_PDN,0,.pdf,
Прочее\41.04.04.pdf,"{'обычные': 18, 'специальные': 4}",УЗ-1,22,.pdf,
Прочее\41.04.05.pdf,"{'обычные': 59, 'специальные': 2}",УЗ-1,61,.pdf,
Прочее\41.04.05_International_Communication.pdf,"{'обычные': 11, 'специальные': 1}",УЗ-1,12,.pdf,
Прочее\42.04.00.pdf,{},NO_PDN,0,.pdf,
Прочее\42.pdf,"{'обычные': 19, 'биометрические': 1, 'специальные': 1}",УЗ-1,21,.pdf,
Прочее\43.04.01_programm_mag_2025.pdf,"{'обычные': 7, 'специальные': 2}",УЗ-1,9,.pdf,
Прочее\43.04.02.pdf,"{'обычные': 11, 'специальные': 1}",УЗ-1,12,.pdf,
Прочее\43.04.03.pdf,{},NO_PDN,0,.pdf,
Прочее\44.03.01_ОС_ПО_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.03.02_ОС_Псих.пед.обр._compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.03.03_ОС_Спец.(деф.)обр_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.03.04_ОС_Проф.обуч.(по отр)_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.03.05_ОС_ПО (с двумя проф.)_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.01_177.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\44.04.01_inkl.pdf,{'обычные': 5},УЗ-3,5,.pdf,
Прочее\44.04.01_innov.pdf,"{'обычные': 3, 'специальные': 1}",УЗ-1,4,.pdf,
Прочее\44.04.01_issled.pdf,"{'обычные': 4, 'специальные': 1}",УЗ-1,5,.pdf,
Прочее\44.04.01_ist.pdf,"{'обычные': 39, 'специальные': 1}",УЗ-1,40,.pdf,
Прочее\44.04.01_MELT.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.01_nast.pdf,{'обычные': 5},УЗ-3,5,.pdf,
Прочее\44.04.01_obuch_russ.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.01_ped_nach.pdf,"{'обычные': 3, 'специальные': 1}",УЗ-1,4,.pdf,
Прочее\44.04.01_ph_obr.pdf,"{'обычные': 14, 'специальные': 1}",УЗ-1,15,.pdf,
Прочее\44.04.01_rukov.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\44.04.01_soc_ped.pdf,"{'обычные': 5, 'специальные': 1}",УЗ-1,6,.pdf,
Прочее\44.04.01_sov_obr.pdf,"{'обычные': 7, 'специальные': 1}",УЗ-1,8,.pdf,
Прочее\44.04.01_spanish.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\44.04.01_ОС_ПО_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.02.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\44.04.02_ОС_Псих.пед.обр._compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.03.pdf,"{'обычные': 7, 'специальные': 1}",УЗ-1,8,.pdf,
Прочее\44.04.03_ОС_Спец.(деф.)обр_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44.04.04.pdf,"{'обычные': 2, 'специальные': 1}",УЗ-1,3,.pdf,
Прочее\44.04.04_ОС_Проф.обуч.(по отр)_compressed.pdf,{},NO_PDN,0,.pdf,
Прочее\44_04_02_obr_sred.pdf,"{'обычные': 9, 'платёжные': 1}",УЗ-2,10,.pdf,
Прочее\45.03.01_Филология_П41-ОД.pdf,{},NO_PDN,0,.pdf,
Прочее\45.03.02_Лингвистика_П40-ОД.pdf,{},NO_PDN,0,.pdf,
Прочее\45.04.01_International_Communication.pdf,"{'обычные': 3, 'специальные': 1}",УЗ-1,4,.pdf,
Прочее\45.04.01_komm.pdf,"{'обычные': 4, 'специальные': 1}",УЗ-1,5,.pdf,
Прочее\45.04.01_prof_komm.pdf,{},NO_PDN,0,.pdf,
Прочее\45.04.01_tpimk.pdf,"{'обычные': 14, 'специальные': 2}",УЗ-1,16,.pdf,
Прочее\45.pdf,{},NO_PDN,0,.pdf,
Прочее\4580600_A_Handbook_on_Basics_of_Cyber_Hygiene.pdf,{},NO_PDN,0,.pdf,
Прочее\46.04.01.pdf,"{'обычные': 51, 'специальные': 2}",УЗ-1,53,.pdf,
Прочее\47.04.01.pdf,"{'обычные': 16, 'специальные': 2}",УЗ-1,18,.pdf,
Прочее\47.pdf,{},NO_PDN,0,.pdf,
Прочее\49.03.02.pdf,"{'обычные': 8, 'платёжные': 1, 'специальные': 1}",УЗ-1,10,.pdf,
Прочее\49.04.03.pdf,{'обычные': 5},УЗ-3,5,.pdf,
Прочее\49.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\49PSMN519.pdf,"{'обычные': 46, 'государственные': 1, 'платёжные': 1, 'биометрические': 1, 'специальные': 1}",УЗ-1,50,.pdf,
Прочее\4a2be25626609e594edc147261ef747d.pdf,{'обычные': 31},УЗ-3,31,.pdf,
Прочее\4b708f12-9518-45cd-bac0-7b3ae2b4e78e.pdf,"{'обычные': 271, 'биометрические': 1, 'специальные': 3}",УЗ-1,275,.pdf,
Прочее\4_Intelligent_and_High-tech_materials.pdf,{'обычные': 1},УЗ-4,1,.pdf,
Прочее\5-05-20_US-59_27.12.2024.pdf,"{'обычные': 410, 'специальные': 2}",УЗ-1,412,.pdf,
