path,categories,uz,total_hits,ext,trace
Выгрузки\Сайты\page_232.html,"{'обычные': 3, 'биометрические': 1}",УЗ-1,4,.html,
Выгрузки\Сайты\page_233.html,"{'обычные': 1, 'биометрические': 1, 'специальные': 1}",УЗ-1,3,.html,
Выгрузки\Сайты\page_234.html,"{'обычные': 2, 'биометрические': 1}",УЗ-1,3,.html,
Выгрузки\Сайты\page_235.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_236.html,"{'обычные': 3, 'биометрические': 1}",УЗ-1,4,.html,
Выгрузки\Сайты\page_237.html,"{'обычные': 1, 'биометрические': 1}",УЗ-1,2,.html,
Выгрузки\Сайты\page_238.html,"{'обычные': 1, 'биометрические': 1}",УЗ-1,2,.html,
Выгрузки\Сайты\page_239.html,"{'обычные': 1, 'биометрические': 1}",УЗ-1,2,.html,
Выгрузки\Сайты\page_24.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_240.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_241.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_242.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_243.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_244.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_245.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_246.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_247.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_248.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_249.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_25.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_250.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_251.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_252.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_253.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_254.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_255.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_256.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_257.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_258.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_259.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_26.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_260.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_261.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_262.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_263.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_264.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_265.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_266.html,"{'обычные': 6, 'биометрические': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_267.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_268.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_269.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_27.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_270.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_271.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_272.html,"{'обычные': 38, 'биометрические': 1, 'специальные': 3}",УЗ-1,42,.html,
Выгрузки\Сайты\page_273.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_274.html,{'обычные': 3},УЗ-4,3,.html,
Выгрузки\Сайты\page_275.html,{'обычные': 2},УЗ-4,2,.html,
Выгрузки\Сайты\page_276.html,{},NO_PDN,0,.html,
Выгрузки\Сайты\page_277.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_278.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_279.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_28.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_280.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_281.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_282.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_283.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_284.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_285.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_286.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_287.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_288.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_289.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_29.html,{'биометрические': 1},УЗ-2,1,.html,
Выгрузки\Сайты\page_290.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_291.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_292.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_293.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_294.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_295.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_296.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_297.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_298.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_299.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_3.html,"{'обычные': 3, 'биометрические': 1, 'специальные': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_30.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_300.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_301.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_302.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_303.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_304.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_305.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_306.html,"{'обычные': 6, 'биометрические': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_307.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_308.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_309.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_31.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_310.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_311.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_312.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_313.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_314.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_315.html,"{'обычные': 4, 'биометрические': 1, 'специальные': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_316.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_317.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_318.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_319.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_32.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_320.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_321.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_322.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_323.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_324.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_325.html,"{'обычные': 5, 'биометрические': 1, 'специальные': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_326.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_327.html,"{'обычные': 5, 'биометрические': 1, 'специальные': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_328.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_329.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_33.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_330.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_331.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_332.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_333.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_334.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_335.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_336.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_337.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_338.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_339.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_34.html,"{'обычные': 6, 'биометрические': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_340.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_341.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_342.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_343.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_344.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_345.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_346.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_347.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_348.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_349.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_35.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_350.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_351.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_352.html,"{'обычные': 6, 'биометрические': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_353.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_354.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_355.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_356.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_357.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_358.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_359.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_36.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_360.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_361.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_362.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_363.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_364.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_365.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_366.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_367.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_368.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_369.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_37.html,"{'обычные': 6, 'биометрические': 1}",УЗ-1,7,.html,
Выгрузки\Сайты\page_370.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_371.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_372.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_373.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_374.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_375.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_376.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_377.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_378.html,"{'обычные': 4, 'биометрические': 1}",УЗ-1,5,.html,
Выгрузки\Сайты\page_379.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
Выгрузки\Сайты\page_38.html,"{'обычные': 5, 'биометрические': 1}",УЗ-1,6,.html,
